timestamps,frame_nr,left_glint1X,left_glint1Y,left_glint2X,left_glint2Y,left_pupilX,left_pupilY,right_glint1X,right_glint1Y,right_glint2X,right_glint2Y,right_pupilX,right_pupilY,pupil_area_left,pupil_area_right
1719821639.9324234,3755,1648.0135135135135,1166.2747747747749,1632.0,1166.8,1643.8611373901367,1155.5000381469729,1048.8527131782946,1187.2945736434108,1032.1264367816093,1187.6091954022988,1037.2955474853516,1174.633155822754,6867.989067301829,6843.569277552754
1719821639.9542751,3756,1648.0,1166.4095238095238,1631.8833333333334,1166.65,1644.097396850586,1155.6108474731443,1048.8527131782946,1187.2945736434108,1031.9195402298851,1187.6781609195402,1035.745948791504,1172.7854614257812,6775.787876229664,6501.412626229083
1719821639.976129,3757,1647.962441314554,1166.4413145539909,1631.8830409356724,1166.8011695906432,1643.7575454711914,1156.5420608520508,1048.5,1187.2463768115942,1031.9,1187.6,1036.4596405029297,1173.318962097168,6924.823030834821,6385.573521194762
1719821639.9989386,3758,1647.961352657005,1166.5314009661836,1631.6797385620914,1166.9477124183006,1643.2999801635742,1155.6872787475586,1048.590909090909,1187.2575757575758,1031.6666666666667,1187.6153846153843,1037.2031936645508,1173.8691940307615,6762.656041949749,6964.315180968707
1719821640.0210657,3759,1647.9380952380952,1166.4857142857145,1631.7440476190477,1166.8630952380952,1643.3568420410156,1155.675277709961,1048.5833333333333,1187.3194444444443,1031.9195402298851,1187.6781609195402,1036.772964477539,1171.9353408813477,6795.379645160885,5603.974671820027
1719821640.0453238,3760,1647.809523809524,1166.6142857142856,1631.672619047619,1167.071428571429,1644.105079650879,1155.178970336914,1048.452380952381,1187.4126984126983,1031.7530864197531,1187.567901234568,1036.6723022460938,1173.1228942871094,6620.184750049305,6164.820196896059
1719821640.069126,3761,1647.8842592592594,1166.5694444444443,1631.574074074074,1167.074074074074,1643.190803527832,1155.5440826416016,1048.409090909091,1187.3030303030305,1031.638888888889,1187.625,1037.0417861938477,1174.1524200439453,6904.057347994997,6893.881323974728
1719821640.0910735,3762,1647.9380952380952,1166.4857142857145,1631.6481481481485,1166.858024691358,1643.2795639038086,1155.823585510254,1048.5,1187.2463768115942,1031.9,1187.6,1035.5613098144531,1172.0772857666016,6844.649859905701,5946.902009517698
1719821640.1118412,3763,1647.9380952380952,1166.4857142857145,1631.5961538461538,1166.7564102564102,1643.4361038208008,1155.139259338379,1048.7131782945737,1187.108527131783,1031.7530864197531,1187.4938271604938,1036.5413665771484,1173.935546875,6543.379127943928,6724.9244458156045
1719821640.135919,3764,1647.8842592592594,1166.1851851851852,1631.8833333333334,1166.45,1643.8083038330078,1155.2107162475586,1048.7925925925929,1187.1925925925923,1032.0804597701149,1187.4597701149426,1037.0076599121094,1174.1515197753906,6695.244514118311,6801.325709516642
