stimulus,start_time,end_time,positionX,positionY
8,1714045777.0236683,1714045778.9313169,14.0,0.0
16,1714045780.355939,1714045782.4346836,0.0,-10.0
30,1714045783.832643,1714045785.9334772,-14.0,10.0
27,1714045787.1318977,1714045789.0408025,-14.0,-5.0
2,1714045790.2364807,1714045792.3366487,21.0,-5.0
17,1714045793.5075276,1714045795.4310675,0.0,-5.0
10,1714045796.6603029,1714045798.5601964,14.0,10.0
12,1714045799.8068492,1714045801.9069316,7.0,-5.0
9,1714045803.295758,1714045805.4017744,14.0,5.0
7,1714045806.4319968,1714045808.4317708,14.0,-5.0
5,1714045809.629421,1714045811.5289638,21.0,10.0
31,1714045812.8836284,1714045814.9344616,-21.0,-10.0
6,1714045816.0406048,1714045817.9404616,14.0,-10.0
19,1714045818.9816446,1714045820.9357235,0.0,5.0
21,1714045821.9559624,1714045823.9318626,-7.0,-10.0
22,1714045825.1819675,1714045827.284064,-7.0,-5.0
29,1714045828.5576594,1714045830.4588053,-14.0,5.0
4,1714045831.7576873,1714045833.8578858,21.0,5.0
28,1714045834.9097269,1714045836.931041,-14.0,0.0
15,1714045838.2812593,1714045840.3815658,7.0,10.0
35,1714045841.7612636,1714045843.8617887,-21.0,10.0
13,1714045845.308795,1714045847.4085894,7.0,0.0
24,1714045848.4350646,1714045850.4324286,-7.0,5.0
14,1714045851.6857011,1714045853.785222,7.0,5.0
20,1714045855.13532,1714045857.0354316,0.0,10.0
18,1714045858.3066342,1714045860.4064724,0.0,0.0
26,1714045861.5815947,1714045863.4886868,-14.0,-10.0
11,1714045864.8359206,1714045866.9453154,7.0,-10.0
34,1714045868.0861902,1714045869.9867687,-21.0,5.0
33,1714045871.431731,1714045873.4324155,-21.0,0.0
25,1714045874.4314296,1714045876.4314377,-7.0,10.0
1,1714045877.9082463,1714045879.9308484,21.0,-10.0
23,1714045881.1844718,1714045883.2844648,-7.0,0.0
3,1714045884.757209,1714045886.8793597,21.0,0.0
32,1714045888.2103274,1714045890.3103888,-21.0,-5.0
