stimulus,start_time,end_time,positionX,positionY
1,1719493650.434866,1719493652.4327412,0,0
2,1719493653.888358,1719493655.934494,0,0
3,1719493657.2810068,1719493659.3857937,0,0
4,1719493660.5900447,1719493662.4913049,0,0
5,1719493663.9813783,1719493665.9391267,0,0
