stimulus,start_time,end_time,positionX,positionY
8,1714045927.4342718,1714045929.4354863,14.0,0.0
16,1714045930.7829154,1714045932.8846073,0.0,-10.0
30,1714045934.3354907,1714045936.4377382,-14.0,10.0
27,1714045937.8310382,1714045939.9325285,-14.0,-5.0
2,1714045941.431696,1714045943.4319289,21.0,-5.0
17,1714045944.9311993,1714045946.9318185,0.0,-5.0
10,1714045948.3061328,1714045950.4063625,14.0,10.0
12,1714045951.8815396,1714045953.931236,7.0,-5.0
9,1714045955.433631,1714045957.4317975,14.0,5.0
7,1714045958.7565663,1714045960.8565588,14.0,-5.0
5,1714045962.1362522,1714045964.0363598,21.0,10.0
31,1714045965.4310377,1714045967.431132,-21.0,-10.0
6,1714045968.7818887,1714045970.8826823,14.0,-10.0
19,1714045972.2059922,1714045974.3060262,0.0,5.0
21,1714045975.5642238,1714045977.4656315,-7.0,-10.0
22,1714045978.8696542,1714045980.940335,-7.0,-5.0
29,1714045982.3063836,1714045984.4062717,-14.0,5.0
4,1714045985.8087497,1714045987.9176111,21.0,5.0
28,1714045988.9812908,1714045990.9311664,-14.0,0.0
15,1714045992.0568523,1714045993.9590967,7.0,10.0
35,1714045995.106858,1714045997.0104854,-21.0,10.0
13,1714045998.4311643,1714046000.431128,7.0,0.0
24,1714046001.4339306,1714046003.4342382,-7.0,5.0
14,1714046004.6850216,1714046006.7905452,7.0,5.0
20,1714046007.8336205,1714046009.9406922,0.0,10.0
18,1714046011.0114172,1714046012.9315886,0.0,0.0
26,1714046014.146646,1714046016.0464299,-14.0,-10.0
11,1714046017.1060956,1714046019.0104272,7.0,-10.0
34,1714046020.4310486,1714046022.4309754,-21.0,5.0
33,1714046023.630964,1714046025.5329666,-21.0,0.0
25,1714046026.5316925,1714046028.4314697,-7.0,10.0
1,1714046029.7145035,1714046031.8140154,21.0,-10.0
23,1714046032.9888518,1714046034.9512947,-7.0,0.0
3,1714046036.281863,1714046038.3896098,21.0,0.0
32,1714046039.8812203,1714046041.93123,-21.0,-5.0
