stimulus,start_time,end_time,positionX,positionY
8,1713507965.5537732,1713507967.4541564,14.0,0.0
16,1713507968.566603,1713507970.4662032,0.0,-10.0
30,1713507971.6314392,1713507973.5330346,-14.0,10.0
27,1713507974.7568295,1713507976.8572876,-14.0,-5.0
2,1713507977.9837248,1713507979.9310174,21.0,-5.0
17,1713507981.184486,1713507983.2855623,0.0,-5.0
10,1713507984.7061381,1713507986.8067863,14.0,10.0
12,1713507987.95615,1713507989.936305,7.0,-5.0
9,1713507991.2562935,1713507993.3572893,14.0,5.0
7,1713507994.5072994,1713507996.4322257,14.0,-5.0
5,1713507997.8144345,1713507999.914282,21.0,10.0
31,1713508001.289814,1713508003.391856,-21.0,-10.0
6,1713508004.7598531,1713508006.8622782,14.0,-10.0
19,1713508008.3332326,1713508010.4319623,0.0,5.0
21,1713508011.6569636,1713508013.5713027,-7.0,-10.0
22,1713508014.7065995,1713508016.813528,-7.0,-5.0
29,1713508018.1882865,1713508020.2956862,-14.0,5.0
4,1713508021.357271,1713508023.4312727,21.0,5.0
28,1713508024.4324548,1713508026.4380848,-14.0,0.0
15,1713508027.7314491,1713508029.8369532,7.0,10.0
35,1713508031.1067684,1713508033.0078084,-21.0,10.0
13,1713508034.1832085,1713508036.3071752,7.0,0.0
24,1713508037.5581162,1713508039.4617946,-7.0,5.0
14,1713508040.9814293,1713508042.934919,7.0,5.0
20,1713508044.1309562,1713508046.0309916,0.0,10.0
18,1713508047.0612097,1713508048.9659557,0.0,0.0
26,1713508050.0843844,1713508051.986248,-14.0,-10.0
11,1713508053.4313366,1713508055.431154,7.0,-10.0
34,1713508056.8814316,1713508058.9315968,-21.0,5.0
33,1713508060.081348,1713508061.9826784,-21.0,0.0
25,1713508063.3563192,1713508065.4364235,-7.0,10.0
1,1713508066.6854682,1713508068.7849698,21.0,-10.0
23,1713508069.883453,1713508071.9326468,-7.0,0.0
3,1713508073.433836,1713508075.432176,21.0,0.0
32,1713508076.9071565,1713508078.9345272,-21.0,-5.0
