stimulus,start_time,end_time,positionX,positionY
8,1713507435.9392343,1713507437.9329515,14.0,0.0
16,1713507439.0679598,1713507440.9703653,0.0,-10.0
30,1713507442.060863,1713507443.9622142,-14.0,10.0
27,1713507445.0334902,1713507446.9388785,-14.0,-5.0
2,1713507448.0576427,1713507449.9634402,21.0,-5.0
17,1713507451.2069538,1713507453.309989,0.0,-5.0
10,1713507454.4309254,1713507456.4309306,14.0,10.0
12,1713507457.9313421,1713507459.9334607,7.0,-5.0
9,1713507461.3592129,1713507463.4310384,14.0,5.0
7,1713507464.5330887,1713507466.4373245,14.0,-5.0
5,1713507467.6082058,1713507469.5098557,21.0,10.0
31,1713507470.935017,1713507472.9312968,-21.0,-10.0
6,1713507474.1859906,1713507476.2890635,14.0,-10.0
19,1713507477.7125645,1713507479.8136213,0.0,5.0
21,1713507481.0834174,1713507482.9872735,-7.0,-10.0
22,1713507484.1329575,1713507486.0336535,-7.0,-5.0
29,1713507487.4379165,1713507489.431759,-14.0,5.0
4,1713507490.4325156,1713507492.4347303,21.0,5.0
28,1713507493.8316674,1713507495.9318323,-14.0,0.0
15,1713507497.2088873,1713507499.3095362,7.0,10.0
35,1713507500.4462519,1713507502.438639,-21.0,10.0
13,1713507503.4843476,1713507505.4312665,7.0,0.0
24,1713507506.4337275,1713507508.4313354,-7.0,5.0
14,1713507509.6869278,1713507511.787692,7.0,5.0
20,1713507513.005903,1713507514.9328418,0.0,10.0
18,1713507515.9315176,1713507517.9316976,0.0,0.0
26,1713507519.2184534,1713507521.3178737,-14.0,-10.0
11,1713507522.3316388,1713507524.4328232,7.0,-10.0
34,1713507525.8876367,1713507527.937178,-21.0,5.0
33,1713507529.1813822,1713507531.2866855,-21.0,0.0
25,1713507532.443487,1713507534.43313,-7.0,10.0
1,1713507535.580996,1713507537.4823682,21.0,-10.0
23,1713507538.6076183,1713507540.5159721,-7.0,0.0
3,1713507541.6362355,1713507543.5477586,21.0,0.0
32,1713507544.7341776,1713507546.8480399,-21.0,-5.0
