stimulus,start_time,end_time,positionX,positionY
1,1719822809.463661,1719822811.431568,0,0
2,1719822812.5961256,1719822814.4970872,0,0
3,1719822815.781857,1719822817.8827834,0,0
4,1719822818.9315605,1719822820.9354808,0,0
5,1719822822.0847256,1719822823.987767,0,0
