stimulus,start_time,end_time,positionX,positionY
2,1719821966.8984168,1719821970.9419715,1,-1
1,1719821972.0066264,1719821975.9319413,0,0
4,1719821977.05671,1719821980.934381,-1,1
3,1719821982.306888,1719821986.4312963,-1,-1
5,1719821987.6818457,1719821991.8869045,1,1
