timestamps,frame_nr,left_glint1X,left_glint1Y,left_glint2X,left_glint2Y,left_pupilX,left_pupilY,right_glint1X,right_glint1Y,right_glint2X,right_glint2Y,right_pupilX,right_pupilY,pupil_area_left,pupil_area_right
1719821909.6815517,2774,1656.571428571429,1164.3492063492065,1640.5204678362572,1164.5204678362572,1650.1251602172852,1152.6242904663086,1055.576923076923,1184.5576923076924,1038.96875,1184.8229166666667,1044.2282180786133,1170.855323791504,6511.451006329598,6380.824110116099
1719821909.7034194,2775,1656.5853658536585,1164.4430894308944,1640.5,1164.772222222222,1650.1085968017578,1152.577003479004,1055.496855345912,1184.8238993710693,1038.96875,1184.8229166666667,1043.9754180908203,1170.5004043579102,6559.828921225904,6361.364813297112
1719821909.7253332,2776,1656.6375,1164.5041666666666,1640.661111111111,1164.8722222222225,1650.2352828979492,1152.9821548461914,1055.575163398693,1184.7385620915034,1039.0625,1185.03125,1044.0838241577148,1171.045150756836,6697.9029756848095,6571.837756451739
1719821909.7482011,2777,1656.5853658536585,1164.4430894308944,1640.734463276836,1164.6892655367233,1650.2057571411133,1152.338394165039,1055.5974842767296,1184.496855345912,1039.1264367816093,1184.816091954023,1043.814308166504,1170.6066131591797,6456.113915906875,6349.48661737693
1719821909.7701674,2778,1656.654008438819,1164.6413502109704,1640.7777777777778,1164.9888888888888,1650.4219284057615,1152.8922729492188,1055.5974842767296,1184.496855345912,1039.1264367816093,1184.816091954023,1043.6531600952148,1170.8041381835938,6602.4949658876585,6442.1904826754
1719821909.7921047,2779,1656.6224899598394,1164.4176706827309,1640.825136612022,1164.7322404371585,1650.0537185668943,1152.9130477905271,1055.5816993464052,1184.3790849673203,1039.1,1184.7333333333331,1043.966293334961,1171.0490417480469,6724.623366561576,6582.150810164897
1719821909.8139827,2780,1656.5853658536585,1164.4430894308944,1640.661111111111,1164.838888888889,1650.0672149658203,1152.6254348754885,1055.5228758169935,1184.2091503267973,1039.0,1184.5,1043.6463928222656,1170.4972381591797,6238.683023996613,6455.230703775145
1719821909.8349056,2781,1656.428571428571,1164.2777777777778,1640.5172413793102,1164.4827586206898,1649.8981628417969,1152.6565704345703,1055.4423076923076,1183.948717948718,1038.7701149425288,1184.367816091954,1043.815071105957,1170.311164855957,6659.569889814419,6602.072107735223
1719821909.8578455,2782,1656.2067510548522,1164.0210970464134,1640.0806451612902,1164.354838709677,1649.5029983520508,1152.0835800170898,1055.1633986928105,1183.6797385620914,1038.617283950617,1184.0617283950617,1043.4467544555664,1169.976936340332,6626.760260772327,6461.833427291848
1719821909.879655,2783,1655.974358974359,1163.9102564102564,1640.1092896174864,1164.207650273224,1649.2599182128906,1152.5741348266602,1055.251572327044,1183.7295597484276,1038.5357142857142,1183.9642857142858,1043.4997787475586,1170.267967224121,6764.555135653756,6560.192010500658
1719821909.9015467,2784,1655.9736842105262,1163.8157894736842,1640.1092896174864,1164.207650273224,1649.4863204956057,1151.7399215698242,1055.06,1183.6,1038.5,1183.654761904762,1043.2334899902344,1169.5875549316406,6235.280790536116,6308.618152713288
1719821909.9244866,2785,1656.0,1163.7207207207207,1640.0806451612902,1164.1397849462364,1649.3075485229492,1152.3188934326172,1055.1633986928105,1183.6797385620914,1038.4567901234568,1183.58024691358,1043.4875793457031,1170.0387802124023,6720.9482470128605,6290.010618187609
1719821909.9464617,2786,1656.0,1163.7207207207207,1640.1977401129943,1163.80790960452,1649.657196044922,1152.1078491210938,1055.0,1183.5,1038.4567901234568,1183.58024691358,1043.456527709961,1169.8611221313477,6660.479713081811,6452.5489732618025
1719821909.968423,2787,1656.164609053498,1163.5185185185185,1640.1333333333334,1163.7,1649.5126419067385,1151.7252349853516,1054.985815602837,1183.4326241134752,1038.4567901234568,1183.58024691358,1043.6305847167969,1169.4547500610352,6331.648238694067,6375.356881090807
1719821909.992101,2788,1656.1847389558234,1163.421686746988,1640.125,1163.625,1649.4906463623047,1151.5901336669922,1055.0296296296297,1183.2962962962963,1038.5,1183.5,1043.9669570922852,1169.7803802490234,6575.563543394018,6506.6668934435
1719821910.0142558,2789,1656.3536585365853,1163.3577235772357,1640.2096774193549,1163.645161290323,1649.870231628418,1151.6512832641602,1055.3945578231292,1183.136054421769,1038.5432098765432,1183.41975308642,1043.5176849365234,1169.2923583984375,6412.203010614902,6474.024061831611
1719821910.0361955,2790,1656.571428571429,1163.3492063492065,1640.535519125683,1163.7322404371585,1649.8633041381836,1151.6255569458008,1055.4421768707482,1183.136054421769,1038.8817204301076,1183.3440860215053,1043.9542770385742,1169.2738800048828,6805.857106522099,6328.1352778186765
1719821910.0573297,2791,1656.724279835391,1163.329218106996,1640.84375,1163.5625,1650.169548034668,1151.4004135131836,1055.6950354609928,1183.1843971631206,1039.0,1183.5,1044.196548461914,1169.5074157714844,6724.370279074003,6560.778745132922
1719821910.079187,2792,1657.0865800865802,1163.6060606060605,1640.994708994709,1163.7407407407406,1650.2868728637695,1151.706901550293,1055.7687074829932,1183.095238095238,1039.3333333333333,1183.6091954022988,1044.0308074951172,1169.6731872558594,6756.3104329127245,6587.079872995257
1719821910.101044,2793,1657.08547008547,1163.6410256410256,1641.016129032258,1163.763440860215,1650.3575897216797,1151.752052307129,1055.886524822695,1183.326241134752,1039.4567901234568,1183.58024691358,1044.2427597045898,1169.9952697753906,6434.762756470138,6580.182816009607
1719821910.122897,2794,1656.8059071729958,1163.717299578059,1640.8666666666666,1163.8923076923077,1650.1431579589844,1152.2085723876953,1055.5974842767296,1183.496855345912,1039.1264367816093,1183.816091954023,1043.897331237793,1169.8491973876953,6476.5594604944,6438.86815605027
1719821910.14566,2795,1656.7619047619048,1163.928571428571,1640.7076023391812,1164.1520467836258,1649.998176574707,1152.515266418457,1055.553459119497,1183.6163522012578,1038.8666666666666,1183.8777777777775,1043.9974365234375,1170.0773620605469,6581.485335609004,6505.364958212717
1719821910.1664388,2796,1656.288065843621,1164.0205761316872,1640.4540229885058,1164.2183908045977,1649.8841171264648,1152.1111450195312,1055.3202614379086,1183.797385620915,1038.5357142857142,1183.9642857142858,1043.6949005126953,1170.305061340332,6434.033616197491,6552.550512179272
1719821910.1891823,2797,1656.0,1163.8157894736842,1640.0833333333333,1164.2555555555557,1649.265754699707,1152.174819946289,1054.9027777777778,1183.9027777777778,1038.3333333333333,1184.283950617284,1043.4516372680664,1170.7714080810547,6421.0358958110655,6671.417558231741
1719821910.211542,2798,1656.0,1163.7207207207207,1639.94708994709,1164.0,1649.5221481323242,1152.2220611572266,1054.798611111111,1184.0416666666667,1038.2298850574712,1183.9770114942528,1043.310905456543,1170.9379272460938,6517.956352312605,6867.70790363453
1719821910.2400675,2799,1656.0,1163.6315789473683,1640.011299435028,1164.0282485875707,1649.3650283813477,1151.9895248413086,1054.8066666666666,1183.9066666666668,1038.20202020202,1183.858585858586,1043.2671966552734,1170.8084335327148,6514.852657079287,6698.772007191802
1719821910.2690048,2800,1656.022222222222,1163.6755555555555,1640.0582010582011,1163.920634920635,1649.6246643066406,1152.297866821289,1054.8235294117646,1183.8366013071895,1038.215053763441,1183.6989247311828,1042.8612213134766,1170.1335678100586,6624.867056252965,6866.318030984412
1719821910.283388,2801,1656.0,1163.7207207207207,1639.9193548387098,1163.956989247312,1649.4949035644531,1152.1148681640625,1054.736111111111,1183.8194444444443,1038.1,1184.0666666666666,1043.1985549926758,1170.501609802246,6603.993961126462,6821.505302346299
1719821910.3036027,2802,1655.6008230452676,1163.5761316872429,1639.7777777777778,1163.9888888888888,1649.3501663208008,1152.4182586669922,1054.3945578231292,1184.0272108843535,1037.574712643678,1184.2298850574712,1042.9928512573242,1170.1661224365234,6670.895964138535,6458.63456274006
