stimulus,start_time,end_time,positionX,positionY
2,1719494336.9322608,1719494340.9309194,1,-1
1,1719494342.107547,1719494345.9312842,0,0
4,1719494347.4326665,1719494351.4428887,-1,1
3,1719494352.832012,1719494356.9358356,-1,-1
5,1719494358.4404945,1719494362.4416265,1,1
