timestamps,frame_nr,rvec[0],rvec[1],rvec[2],tvec[0],tvec[1],tvec[2]
1713356208.3271496,29942,2.6489374722109367,0.047024727377827744,0.016139343036663256,-107.01800815023017,-72.1369692398953,668.8617248521583
1713356208.3467422,29943,2.654733169296834,0.0480130093910302,0.016508641462751952,-107.19891595741656,-71.96679146682784,669.7423094821535
1713356208.3684611,29944,2.6526532468261577,0.04771519341703207,0.018462186667603183,-107.06760364463493,-71.67748697623365,669.074994649795
1713356208.3892002,29945,nan,nan,nan,nan,nan,nan
1713356208.410017,29946,2.6560120867048536,0.0492098817952392,0.018365255620265985,-107.13132878216008,-71.33225275207441,669.5947384361878
1713356208.4319327,29947,2.653524396603553,0.04978701948009691,0.02088213154078791,-107.01070665933786,-71.13149869872579,669.376694368083
1713356208.4528294,29948,2.6506701868680476,0.048940228613546896,0.026924468118695616,-106.92371183244036,-70.87356038609353,669.0318407430667
1713356208.4729276,29949,2.6519449765895873,0.04761270365529687,0.02414008711023857,-106.8147353987253,-70.6666175713608,669.2046831629706
1713356208.493689,29950,2.6493841169134225,0.048630154749132876,0.029189244565226393,-106.49321830488137,-70.18614668649239,668.0542371535774
1713356208.514332,29951,2.655331567387131,0.05044373863435622,0.02956750172005741,-106.45220447298695,-69.8647843088726,668.6697208315302
1713356208.5360603,29952,2.652753191204294,0.05872431237910988,0.032602149287804215,-106.25627753524365,-69.3869215753749,668.0802150132322
1713356208.5556912,29953,2.6572655329803956,0.061940490540931904,0.032778476978151894,-106.29350660043295,-69.16000529099455,668.6897629071118
1713356208.5764172,29954,2.6574380095099372,0.061703182200572755,0.035248001211982544,-106.27658426589629,-68.92108414260296,668.5255019900734
1713356208.598099,29955,2.6566686848073484,0.0601401390617184,0.038492594761275686,-106.78103377305519,-68.68736905124062,668.3490751491978
1713356208.6204183,29956,2.6565243978873987,0.06068478285427033,0.03511025137002789,-107.52591675649415,-68.52494780188631,668.6418917356334
1713356208.6403778,29957,nan,nan,nan,nan,nan,nan
1713356208.661467,29958,2.6576106562020567,0.057739076760443236,0.03220470602476013,-107.9429728494747,-68.28269539449222,669.8054044956413
1713356208.6825035,29959,2.660475773759181,0.06038601078628338,0.0252560351362509,-108.16706646749006,-68.23089057924922,670.8080097322857
1713356208.7033644,29960,2.655747881537386,0.0584696638440723,0.0239465534698619,-108.32399886272344,-68.17351686348181,671.5375389104577
1713356208.7235196,29961,2.650058305228318,0.05730885800002614,0.02529226595426419,-108.20463575177506,-68.07257718376297,671.0323057138963
1713356208.7469187,29962,nan,nan,nan,nan,nan,nan
1713356208.7718956,29963,2.6538829380742004,0.05801179159580494,0.018588953078091743,-108.547784166593,-68.25094074850193,673.1280108499933
1713356208.7947156,29964,2.6501599363551795,0.05555462351154886,0.019125400740955208,-108.59682423419085,-68.32344665300532,673.0554925852498
1713356208.8114183,29965,nan,nan,nan,nan,nan,nan
1713356208.8311784,29966,nan,nan,nan,nan,nan,nan
1713356208.8521414,29967,nan,nan,nan,nan,nan,nan
1713356208.8742573,29968,nan,nan,nan,nan,nan,nan
1713356208.893668,29969,nan,nan,nan,nan,nan,nan
1713356208.9249377,29970,nan,nan,nan,nan,nan,nan
1713356208.9381752,29971,nan,nan,nan,nan,nan,nan
1713356208.9527798,29972,nan,nan,nan,nan,nan,nan
1713356208.977054,29973,nan,nan,nan,nan,nan,nan
1713356208.996907,29974,nan,nan,nan,nan,nan,nan
1713356209.0177817,29975,2.6408950863092175,0.047194547331554294,0.002085441940219752,-108.29560694690905,-69.82271837748641,673.7025600938814
1713356209.0422287,29976,2.636414018700751,0.04311676820091842,0.002294925557937674,-107.62173580606142,-69.73290774619686,672.4385816427288
1713356209.064856,29977,nan,nan,nan,nan,nan,nan
1713356209.0982862,29978,nan,nan,nan,nan,nan,nan
1713356209.1275551,29979,2.634783703033265,0.042083781455173844,-0.003309195338060587,-107.56997746460218,-69.68528632408035,671.1503680312412
1713356209.149795,29980,nan,nan,nan,nan,nan,nan
1713356209.1594806,29981,nan,nan,nan,nan,nan,nan
1713356209.1682346,29982,2.645169406404695,0.042252252414729144,-0.010107717677667619,-107.73376062484822,-69.78630543633102,671.4699521044273
1713356209.1899135,29983,nan,nan,nan,nan,nan,nan
1713356209.210708,29984,2.6434729499821503,0.04331738329791183,-0.00756184242814558,-107.53564466190657,-69.54579693755292,670.3615877063174
1713356209.2312026,29985,nan,nan,nan,nan,nan,nan
1713356209.2514312,29986,2.6487557536183024,0.04458645005269701,-0.0015789682878324263,-110.78128646345606,-69.40635036559627,671.7843457514352
1713356209.2846503,29987,2.6468869037964966,0.04412050943886484,0.00216882611882721,-111.28025781110469,-69.13473746610154,670.265687204204
1713356209.2996407,29988,2.6483263902684198,0.04596904959764786,0.0019622609825238305,-111.7698966906874,-69.04978703979033,670.2410038373347
1713356209.3134744,29989,2.6475547208076735,0.04632354259414077,-0.004279398366707793,-107.15643906296164,-68.89182493760298,669.3404851385699
1713356209.3344107,29990,2.647734442289736,0.046707916157808234,-0.006217580267618629,-106.73303928185986,-68.7885176461013,669.0896808335547
1713356209.356642,29991,2.6539909977680236,0.04990174468608705,-0.007419556373973277,-106.39563676452877,-68.76946333641959,669.4929104421798
1713356209.3788333,29992,2.6591070330861206,0.04982005468469737,-0.01110659884526735,-107.07192845752253,-68.79445297535004,670.2047611043071
1713356209.4003646,29993,2.6523489385011874,0.045851728809784734,-0.009792328108897208,-106.58475221897184,-68.5618104917127,668.6935557698047
1713356209.4202578,29994,2.6540447241832394,0.047156320408519144,-0.011259949711306387,-106.4210988405362,-68.49342503374343,668.8293458161131
1713356209.441915,29995,2.6579800195840804,0.0491833417400977,-0.012912917330536558,-107.04174829226443,-68.52744273780542,670.0290569231836
1713356209.4642496,29996,2.6566201006538064,0.046382885884691895,-0.013288412054517898,-107.0348108598482,-68.31502017736817,669.403368499116
1713356209.484489,29997,2.655627469577964,0.04752032831394236,-0.011265789963084472,-106.93960190324472,-68.20659264142476,669.2808733832255
1713356209.5053563,29998,2.65533012654007,0.04526582353446283,-0.010793641597539427,-106.91925515105659,-68.11233140044438,669.0904291681408
1713356209.5263205,29999,2.650260830547633,0.044338597091172174,-0.004328787222723104,-106.7971723686014,-68.03475398719412,668.4308725763187
1713356209.5461915,30000,2.6537936532149304,0.04652178345198971,-0.008869690656639902,-107.11327153882853,-68.08480084016513,668.565038412515
1713356209.5675676,30001,nan,nan,nan,nan,nan,nan
1713356209.5885067,30002,2.6487857205833434,0.043309153494197804,-0.0059517178965390665,-108.12609669984708,-68.01976670244639,668.2399010949205
1713356209.609963,30003,2.652695873980325,0.04387044238036862,-0.007736796437879785,-108.13097651918368,-67.96410462029728,667.9231097091844
1713356209.6461034,30004,2.650100757598839,0.04444824060537479,-0.003930178406639409,-108.10545014894242,-67.91547715995182,667.8737489238179
1713356209.6667442,30005,2.6537194244851188,0.045446725124451436,-0.002029794542673511,-108.00840271775672,-67.88022799055214,668.0974934558302
1713356209.6753109,30006,2.6534928592080265,0.04530570764219553,-0.005724332647010892,-107.95251872900738,-67.70736037234538,667.3282851817288
1713356209.6935663,30007,2.6563876249152516,0.04519095378077259,-0.003937728631337629,-108.0086742887712,-67.7253357170233,667.7780732019925
1713356209.7158556,30008,2.6559939108098076,0.04695328822569984,-0.0027294391297274213,-107.89360773052074,-67.59556949888179,667.037029407331
1713356209.7352161,30009,2.6563507747735216,0.04444600712171524,-0.004312468100227507,-107.92491796736235,-67.51100458737787,666.6869784224818
1713356209.7564876,30010,2.656513983855604,0.04570000545312563,-0.004417363449169643,-107.85635261739291,-67.39883200258227,665.6911335518743
1713356209.778081,30011,2.6607567312795077,0.046894678881547316,-0.009684499914519975,-107.97100260717612,-67.45089278117622,666.2086322450018
1713356209.8039987,30012,2.6608482900527126,0.04629976507727934,-0.009085108383444531,-107.86668068845387,-67.32268749053367,665.3454392402416
1713356209.825051,30013,2.6638647229907386,0.04701176282661297,-0.01127718310325971,-107.78747566063262,-67.32397562691187,665.3641194384728
1713356209.8465812,30014,2.6611811162766768,0.04689677756329636,-0.008314156764351882,-107.6280910409897,-67.22436555561642,664.4810686698479
1713356209.8716614,30015,2.6638009189192586,0.04754419767928837,-0.005813768422929322,-107.66160742967281,-67.31060026628391,665.1475017520946
1713356209.894013,30016,2.657415812436478,0.04631880592442425,-0.004584182894142435,-107.36838133267337,-67.13319000726032,663.5055532528639
1713356209.9149783,30017,2.6632030381252134,0.04665118054811829,-0.005093949488350458,-107.81069399428519,-67.24712982588558,664.4589716234228
1713356209.9363813,30018,2.66123999980127,0.04527633961382419,-0.0036595572407865434,-108.77628050120313,-67.17204937686104,663.7639871391647
1713356209.9562397,30019,2.6613985385123144,0.04551457989525375,-0.002761640449408425,-108.94422067518026,-67.14089522591864,663.6752317294292
1713356209.9780285,30020,2.663872770885116,0.04660504822265825,-0.00575018512983363,-109.0470940215555,-67.1444219746586,663.9832333721812
1713356209.9993079,30021,2.6637328380602963,0.047486491667133764,-0.0021448860301135028,-108.97541681181163,-67.0354403146939,663.5835023064535
1713356210.023678,30022,2.6668141142655437,0.04871562159276755,-0.006305677573548507,-109.1151461705519,-66.9986116057384,663.8725122468771
1713356210.0452888,30023,2.662174592994758,0.04544825669707328,-0.0048228855906440665,-108.89233619170813,-66.81765428166209,662.6941377731475
1713356210.0638366,30024,2.6636095129708517,0.04426287851772111,-0.0008128315252457072,-108.98367532532393,-66.79705468582897,662.9777236772758
