stimulus,start_time,end_time,positionX,positionY
1,1713358230.931188,1713358232.9375727,21.0,-10.0
2,1713358233.9315891,1713358235.9327607,21.0,-5.0
3,1713358236.932058,1713358238.9336188,21.0,0.0
4,1713358239.9318607,1713358241.9331517,21.0,5.0
5,1713358242.9396164,1713358244.9343991,21.0,10.0
6,1713358245.9354796,1713358247.9358313,14.0,-10.0
7,1713358248.9411902,1713358250.932039,14.0,-5.0
8,1713358251.9366052,1713358253.9315586,14.0,0.0
9,1713358254.931615,1713358256.9487302,14.0,5.0
10,1713358257.9337406,1713358259.9332774,14.0,10.0
11,1713358260.9340632,1713358262.940898,7.0,-10.0
12,1713358263.931453,1713358265.9318397,7.0,-5.0
13,1713358266.936023,1713358268.9391203,7.0,0.0
14,1713358269.9392445,1713358271.9316893,7.0,5.0
15,1713358272.9324515,1713358274.9316833,7.0,10.0
16,1713358275.931606,1713358277.9410515,0.0,-10.0
17,1713358278.9318168,1713358280.9316692,0.0,-5.0
18,1713358281.9325528,1713358283.931494,0.0,0.0
19,1713358284.935236,1713358286.9320538,0.0,5.0
20,1713358287.9335427,1713358289.931336,0.0,10.0
21,1713358290.9318268,1713358292.9317563,-7.0,-10.0
22,1713358293.9313095,1713358295.9408605,-7.0,-5.0
23,1713358296.9316876,1713358298.9316273,-7.0,0.0
24,1713358299.931738,1713358301.945069,-7.0,5.0
25,1713358302.9314241,1713358304.9324157,-7.0,10.0
26,1713358305.9360561,1713358307.9362354,-14.0,-10.0
27,1713358308.932133,1713358310.9361653,-14.0,-5.0
28,1713358311.9357872,1713358313.9352071,-14.0,0.0
29,1713358314.9371407,1713358316.9317813,-14.0,5.0
30,1713358317.9384897,1713358319.933694,-14.0,10.0
31,1713358320.9317594,1713358322.9349735,-21.0,-10.0
32,1713358323.9327323,1713358325.9431243,-21.0,-5.0
33,1713358326.932515,1713358328.9327304,-21.0,0.0
34,1713358329.9324424,1713358331.933152,-21.0,5.0
35,1713358332.934991,1713358334.9321358,-21.0,10.0
36,1713358335.9314806,1713358337.9320529,21.0,-10.0
37,1713358338.931785,1713358340.93219,21.0,-5.0
38,1713358341.9420683,1713358343.9377034,21.0,0.0
39,1713358344.9330678,1713358346.9318087,21.0,5.0
40,1713358347.93311,1713358349.9337413,21.0,10.0
41,1713358350.9331722,1713358352.9328249,14.0,-10.0
42,1713358353.932189,1713358355.9320335,14.0,-5.0
43,1713358356.947575,1713358358.9356182,14.0,0.0
44,1713358359.9317908,1713358361.9322453,14.0,5.0
45,1713358362.9337308,1713358364.9311764,14.0,10.0
46,1713358365.9320204,1713358367.9316852,7.0,-10.0
47,1713358368.933158,1713358370.934966,7.0,-5.0
48,1713358371.933984,1713358373.9356189,7.0,0.0
49,1713358374.9362922,1713358376.9402266,7.0,5.0
50,1713358377.933635,1713358379.9385183,7.0,10.0
51,1713358380.9320202,1713358382.9315033,0.0,-10.0
52,1713358383.9321423,1713358385.9312766,0.0,-5.0
53,1713358386.935366,1713358388.931922,0.0,0.0
54,1713358389.9327939,1713358391.9320216,0.0,5.0
55,1713358392.9344387,1713358394.9335945,0.0,10.0
56,1713358395.9321911,1713358397.9321485,-7.0,-10.0
57,1713358398.9331124,1713358400.931609,-7.0,-5.0
58,1713358401.9331653,1713358403.9316723,-7.0,0.0
59,1713358404.943843,1713358406.9357235,-7.0,5.0
60,1713358407.9430883,1713358409.9344463,-7.0,10.0
61,1713358410.934893,1713358412.931599,-14.0,-10.0
62,1713358413.931405,1713358415.9312353,-14.0,-5.0
63,1713358416.9355974,1713358418.9313838,-14.0,0.0
64,1713358419.9318526,1713358421.9327767,-14.0,5.0
65,1713358422.939485,1713358424.9342825,-14.0,10.0
66,1713358425.9315357,1713358427.938162,-21.0,-10.0
67,1713358428.931318,1713358430.934204,-21.0,-5.0
68,1713358431.9326687,1713358433.9321923,-21.0,0.0
69,1713358434.9321377,1713358436.9312532,-21.0,5.0
70,1713358437.9319563,1713358439.9314349,-21.0,10.0
71,1713358440.934104,1713358442.9324462,21.0,-10.0
72,1713358443.93454,1713358445.934078,21.0,-5.0
73,1713358446.9316459,1713358448.9330266,21.0,0.0
74,1713358449.9365776,1713358451.9323807,21.0,5.0
75,1713358452.9368045,1713358454.9342704,21.0,10.0
76,1713358455.934456,1713358457.931396,14.0,-10.0
77,1713358458.9317064,1713358460.934516,14.0,-5.0
78,1713358461.9323173,1713358463.9329047,14.0,0.0
79,1713358464.9397645,1713358466.9318786,14.0,5.0
80,1713358467.935026,1713358469.932102,14.0,10.0
81,1713358470.9448159,1713358472.9321923,7.0,-10.0
82,1713358473.9399135,1713358475.938188,7.0,-5.0
83,1713358476.936324,1713358478.9342065,7.0,0.0
84,1713358479.931765,1713358481.933527,7.0,5.0
85,1713358482.9409645,1713358484.936898,7.0,10.0
86,1713358485.9338415,1713358487.9334133,0.0,-10.0
87,1713358488.9400585,1713358490.9317741,0.0,-5.0
88,1713358491.9323015,1713358493.9320893,0.0,0.0
89,1713358494.9344606,1713358496.933644,0.0,5.0
90,1713358497.9317718,1713358499.932512,0.0,10.0
91,1713358500.9338963,1713358502.9343805,-7.0,-10.0
92,1713358503.9315922,1713358505.9322104,-7.0,-5.0
93,1713358506.9315763,1713358508.934411,-7.0,0.0
94,1713358509.9319966,1713358511.9318914,-7.0,5.0
95,1713358512.9337528,1713358514.933776,-7.0,10.0
96,1713358515.9390411,1713358517.934232,-14.0,-10.0
97,1713358518.9327402,1713358520.94276,-14.0,-5.0
98,1713358521.9320009,1713358523.934711,-14.0,0.0
99,1713358524.9354913,1713358526.9316,-14.0,5.0
100,1713358527.93219,1713358529.932397,-14.0,10.0
101,1713358530.9611723,1713358532.9322073,-21.0,-10.0
102,1713358533.9411404,1713358535.9314895,-21.0,-5.0
103,1713358536.932062,1713358538.9429474,-21.0,0.0
104,1713358539.9371502,1713358541.9357305,-21.0,5.0
105,1713358542.9314568,1713358544.933319,-21.0,10.0
