stimulus,start_time,end_time,positionX,positionY
8,1713511202.3235898,1713511204.4246175,14.0,0.0
16,1713511205.7067046,1713511207.80886,0.0,-10.0
30,1713511209.0151904,1713511210.934641,-14.0,10.0
27,1713511212.3327591,1713511214.4315271,-14.0,-5.0
2,1713511215.6901667,1713511217.790142,21.0,-5.0
17,1713511219.2108853,1713511221.3140998,0.0,-5.0
10,1713511222.6308112,1713511224.5314302,14.0,10.0
12,1713511225.6676455,1713511227.5752692,7.0,-5.0
9,1713511228.8315752,1713511230.9333472,14.0,5.0
7,1713511232.007787,1713511233.9377787,14.0,-5.0
5,1713511235.0330796,1713511236.933988,21.0,10.0
31,1713511238.0821447,1713511239.9820073,-21.0,-10.0
6,1713511241.2871122,1713511243.388262,14.0,-10.0
19,1713511244.7810152,1713511246.88135,0.0,5.0
21,1713511248.0567927,1713511249.9603977,-7.0,-10.0
22,1713511251.0600893,1713511252.9601784,-7.0,-5.0
29,1713511254.264971,1713511256.3765585,-14.0,5.0
4,1713511257.5421658,1713511259.4467163,21.0,5.0
28,1713511260.880948,1713511262.9443045,-14.0,0.0
15,1713511264.432211,1713511266.4331872,7.0,10.0
35,1713511267.606686,1713511269.5156286,-21.0,10.0
13,1713511270.5612698,1713511272.4633305,7.0,0.0
24,1713511273.756511,1713511275.859922,-7.0,5.0
14,1713511276.9373002,1713511278.933379,7.0,5.0
20,1713511280.0335214,1713511281.9342542,0.0,10.0
18,1713511283.3561628,1713511285.4355073,0.0,0.0
26,1713511286.5059266,1713511288.4314783,-14.0,-10.0
11,1713511289.4310887,1713511291.4316268,7.0,-10.0
34,1713511292.5559359,1713511294.455942,-21.0,5.0
33,1713511295.5561368,1713511297.456557,-21.0,0.0
25,1713511298.785473,1713511300.8856714,-7.0,10.0
1,1713511302.1886406,1713511304.2924354,21.0,-10.0
23,1713511305.4387004,1713511307.4312108,-7.0,0.0
3,1713511308.9310431,1713511310.9335053,21.0,0.0
32,1713511312.087992,1713511313.9910786,-21.0,-5.0
