timestamps,frame_nr,left_glint1X,left_glint1Y,left_glint2X,left_glint2Y,left_pupilX,left_pupilY,right_glint1X,right_glint1Y,right_glint2X,right_glint2Y,right_pupilX,right_pupilY
1713509786.74447,0,1956.875968992248,1155.449612403101,1937.5,1156.0,1949.6379699707031,1137.2853317260742,1222.2156862745098,1137.3039215686274,1202.5,1137.7583333333332,1212.378044128418,1117.963768005371
1713509786.7673855,1,1956.874074074074,1155.325925925926,1937.5,1156.0,1949.4580841064453,1137.1593704223633,1222.144927536232,1137.425120772947,1202.2833333333333,1137.6833333333334,1212.3283309936523,1118.732795715332
1713509786.7895904,2,1956.9851851851847,1155.474074074074,1937.5,1156.0,1950.1185913085933,1138.0837478637695,1222.1692307692308,1137.251282051282,1202.5,1137.7583333333332,1212.3650741577148,1117.670883178711
1713509786.8118818,3,1956.7703703703703,1155.4296296296295,1937.3333333333333,1156.0,1948.6566772460933,1137.068328857422,1222.049751243781,1137.407960199005,1202.3650793650793,1137.7698412698412,1210.983657836914,1117.3801345825195
1713509786.8349304,4,1956.8472222222224,1155.5,1937.3333333333333,1156.0,1949.8338928222656,1137.9060363769531,1222.1692307692308,1137.251282051282,1202.3650793650793,1137.7698412698412,1212.4859237670898,1118.2568283081057
1713509786.8565173,5,1956.8231292517007,1155.687074829932,1937.3333333333333,1156.0,1948.6244888305664,1138.103500366211,1222.1692307692308,1137.251282051282,1202.5,1137.7583333333332,1211.5458755493164,1117.961524963379
1713509786.879311,6,1957.0,1155.5454545454545,1937.4444444444443,1156.079365079365,1950.664161682129,1139.143913269043,1222.2222222222222,1137.3939393939395,1202.5,1137.7583333333332,1212.006446838379,1117.9661102294922
1713509786.9014778,7,1957.108695652174,1155.5217391304348,1937.5,1156.1515151515152,1950.3850326538088,1138.8239669799805,1222.2592592592594,1137.4583333333333,1202.5,1137.7583333333332,1211.9861373901367,1117.7534942626953
1713509786.9231615,8,1957.16,1155.986666666667,1937.602564102564,1156.3846153846157,1948.9771118164065,1139.2702407836914,1222.2666666666669,1137.5333333333333,1202.5263157894738,1137.877192982456,1211.8813095092771,1117.9561386108398
1713509786.950235,9,1956.7185185185183,1155.9703703703703,1937.3733333333328,1156.6266666666666,1948.9720001220703,1137.660530090332,1221.9800995024875,1137.7412935323382,1202.5,1138.0,1211.440185546875,1118.3282623291016
1713509786.9754436,10,1956.6136363636365,1155.909090909091,1937.2028985507245,1156.5942028985507,1948.8419570922847,1137.7679901123047,1222.0348258706467,1138.0099502487562,1202.1801801801803,1138.099099099099,1212.1529922485352,1118.9861679077148
1713509786.994324,11,1956.6589147286825,1156.062015503876,1937.0666666666664,1156.5466666666666,1948.436134338379,1138.4359283447266,1221.9468599033817,1138.256038647343,1202.1190476190477,1138.5238095238096,1211.7969360351562,1118.3718948364258
1713509787.0142937,12,1956.6434108527133,1156.0852713178294,1937.41975308642,1156.7654320987654,1949.1017150878904,1137.242561340332,1222.134328358209,1137.9353233830846,1202.388888888889,1138.212962962963,1212.4375228881836,1118.8688735961914
1713509787.0364316,13,1956.703703703704,1156.1925925925923,1937.2666666666669,1156.85,1950.076461791992,1138.7683181762695,1222.1304347826087,1138.038647342995,1202.2685185185185,1138.2777777777778,1212.097068786621,1118.3377838134766
1713509787.059294,14,1956.326388888889,1156.0416666666667,1936.7179487179487,1156.6538461538462,1948.2205963134768,1139.1329345703125,1221.461187214612,1138.269406392694,1201.6324786324783,1138.6324786324783,1211.4347610473633,1119.2959747314453
1713509787.0815735,15,1955.8133333333333,1155.62,1936.3472222222224,1156.2222222222222,1948.1774520874023,1137.88427734375,1220.975845410628,1138.4541062801932,1201.2833333333333,1138.6833333333334,1211.5079803466797,1119.6596145629885
1713509787.104041,16,1956.022727272728,1155.8939393939395,1936.423076923077,1156.576923076923,1947.946434020996,1138.4029693603516,1221.049751243781,1138.407960199005,1201.5,1138.7583333333332,1211.5438995361328,1118.6249923706057
1713509787.1256242,17,1956.391304347826,1156.304347826087,1936.7916666666667,1156.9583333333333,1950.042449951172,1139.2596054077148,1221.6218905472638,1138.4825870646766,1201.7350427350427,1138.6324786324783,1212.5588150024414,1119.5820083618164
1713509787.1477702,18,1956.5833333333333,1156.3194444444443,1937.1466666666668,1157.1466666666668,1949.9028091430664,1139.5491256713867,1221.8858447488583,1138.337899543379,1202.3178294573645,1138.7364341085272,1212.826805114746,1118.7502212524414
1713509787.1715472,19,1956.5652173913045,1156.4347826086955,1937.107142857143,1156.904761904762,1948.897705078125,1137.9310455322266,1221.6666666666667,1138.4656862745098,1202.0526315789473,1138.657894736842,1212.3717575073242,1118.4169540405271
1713509787.193517,20,1956.45390070922,1156.326241134752,1936.884615384616,1157.076923076923,1948.246925354004,1139.2761993408203,1221.6019900497513,1138.5870646766168,1201.6929824561405,1138.6052631578948,1211.9860153198242,1118.013282775879
1713509787.214298,21,1956.015503875969,1156.3410852713178,1936.7916666666667,1156.9583333333333,1948.0900650024407,1139.0365676879885,1221.5441176470588,1138.4558823529412,1201.5263157894738,1138.877192982456,1211.6732559204102,1118.012321472168
1713509787.2376778,22,1955.8699186991869,1156.3089430894308,1936.6666666666667,1157.0,1946.213119506836,1138.4609146118164,1221.4155251141551,1138.7716894977168,1201.5263157894738,1138.877192982456,1210.327049255371,1118.9067001342771
1713509787.2609622,23,1955.6434108527133,1156.0852713178294,1936.3333333333333,1156.8985507246375,1947.1644744873047,1139.3190536499023,1221.2018779342725,1138.694835680751,1201.5,1138.7583333333332,1210.9698486328125,1119.318504333496
1713509787.2840426,24,1955.759689922481,1156.2945736434108,1936.289855072464,1156.927536231884,1948.792449951172,1139.3850479125977,1221.2159624413146,1138.6807511737088,1201.5263157894738,1138.877192982456,1210.687858581543,1118.9173965454102
1713509787.3068714,25,1955.130081300813,1156.3089430894308,1935.8533333333328,1157.1466666666668,1947.6957550048828,1140.1670761108398,1220.8838383838383,1138.878787878788,1201.040650406504,1139.2520325203252,1211.0019149780271,1119.2129135131836
1713509787.3318317,26,1954.8794326241127,1156.45390070922,1935.5,1157.0,1946.8498458862305,1138.0784912109375,1220.6774193548388,1138.989247311828,1200.6962962962964,1139.1925925925923,1210.425193786621,1120.1615447998047
1713509787.3539426,27,1954.4545454545453,1156.0075757575758,1935.2028985507245,1156.5942028985507,1947.1483840942385,1138.5837631225586,1220.4396135265702,1139.0193236714977,1200.4529914529917,1139.3418803418804,1211.8907928466797,1118.0124053955078
1713509787.375033,28,1954.4959349593496,1156.0162601626016,1934.8076923076924,1156.7820512820513,1947.653305053711,1139.3749771118164,1220.121212121212,1139.2626262626263,1200.2764227642276,1139.6504065040651,1210.074722290039,1120.048454284668
1713509787.397903,29,1954.2868217054263,1156.5426356589146,1934.884615384616,1157.076923076923,1946.5000534057613,1139.0331954956057,1219.975845410628,1139.4541062801932,1200.2539682539682,1139.7142857142858,1209.71728515625,1119.9205780029297
1713509787.4192293,30,1954.108527131783,1156.6666666666667,1934.8533333333328,1157.1466666666668,1947.1089935302728,1137.5242004394531,1219.890625,1139.640625,1200.148148148148,1139.7851851851851,1209.7167129516602,1120.1920623779297
