stimulus,start_time,end_time,positionX,positionY
1,1713357607.453641,1713357609.4328983,21.0,-10.0
2,1713357610.4312673,1713357612.4322093,21.0,-5.0
3,1713357613.4359896,1713357615.4369483,21.0,0.0
4,1713357616.4321861,1713357618.4341488,21.0,5.0
5,1713357619.4313703,1713357621.440332,21.0,10.0
6,1713357622.4354858,1713357624.4338908,14.0,-10.0
7,1713357625.4317865,1713357627.4317105,14.0,-5.0
8,1713357628.4363937,1713357630.4332204,14.0,0.0
9,1713357631.4366891,1713357633.4312344,14.0,5.0
10,1713357634.4317777,1713357636.4349806,14.0,10.0
11,1713357637.437356,1713357639.4320498,7.0,-10.0
12,1713357640.4340231,1713357642.4312632,7.0,-5.0
13,1713357643.433692,1713357645.4319286,7.0,0.0
14,1713357646.432013,1713357648.4312098,7.0,5.0
15,1713357649.432391,1713357651.4318907,7.0,10.0
16,1713357652.4333487,1713357654.4326448,0.0,-10.0
17,1713357655.4336174,1713357657.4318075,0.0,-5.0
18,1713357658.4323297,1713357660.433149,0.0,0.0
19,1713357661.4377296,1713357663.4407797,0.0,5.0
20,1713357664.4398189,1713357666.432283,0.0,10.0
21,1713357667.4318182,1713357669.4314482,-7.0,-10.0
22,1713357670.4314256,1713357672.4320846,-7.0,-5.0
23,1713357673.4315557,1713357675.442544,-7.0,0.0
24,1713357676.4321928,1713357678.4337132,-7.0,5.0
25,1713357679.4313917,1713357681.4322014,-7.0,10.0
26,1713357682.4534314,1713357684.4316854,-14.0,-10.0
27,1713357685.4356704,1713357687.4334743,-14.0,-5.0
28,1713357688.4321177,1713357690.4339464,-14.0,0.0
29,1713357691.4321053,1713357693.4321806,-14.0,5.0
30,1713357694.4595573,1713357696.432117,-14.0,10.0
31,1713357697.4314399,1713357699.4348512,-21.0,-10.0
32,1713357700.4317176,1713357702.4342647,-21.0,-5.0
33,1713357703.4359896,1713357705.4491873,-21.0,0.0
34,1713357706.4317157,1713357708.4318693,-21.0,5.0
35,1713357709.4317951,1713357711.4355938,-21.0,10.0
36,1713357712.4314692,1713357714.4317727,21.0,-10.0
37,1713357715.4321783,1713357717.436023,21.0,-5.0
38,1713357718.4321098,1713357720.4361982,21.0,0.0
39,1713357721.4320002,1713357723.4328523,21.0,5.0
40,1713357724.4321046,1713357726.4319398,21.0,10.0
41,1713357727.432185,1713357729.4337618,14.0,-10.0
42,1713357730.4314206,1713357732.4340172,14.0,-5.0
43,1713357733.431669,1713357735.4321914,14.0,0.0
44,1713357736.4316757,1713357738.4336379,14.0,5.0
45,1713357739.43384,1713357741.43287,14.0,10.0
46,1713357742.4319854,1713357744.4316204,7.0,-10.0
47,1713357745.4437191,1713357747.4318702,7.0,-5.0
48,1713357748.4315617,1713357750.4317086,7.0,0.0
49,1713357751.432802,1713357753.433658,7.0,5.0
50,1713357754.4345958,1713357756.435899,7.0,10.0
51,1713357757.4451387,1713357759.4365602,0.0,-10.0
52,1713357760.4331715,1713357762.4354105,0.0,-5.0
53,1713357763.4408162,1713357765.4331763,0.0,0.0
54,1713357766.4469855,1713357768.4391015,0.0,5.0
55,1713357769.4323888,1713357771.4330142,0.0,10.0
56,1713357772.432059,1713357774.4313185,-7.0,-10.0
57,1713357775.4392264,1713357777.4317994,-7.0,-5.0
58,1713357778.4314985,1713357780.4315858,-7.0,0.0
59,1713357781.432483,1713357783.4385526,-7.0,5.0
60,1713357784.431328,1713357786.4352207,-7.0,10.0
61,1713357787.4317875,1713357789.4366581,-14.0,-10.0
62,1713357790.432825,1713357792.4318142,-14.0,-5.0
63,1713357793.4339051,1713357795.4326193,-14.0,0.0
