stimulus,start_time,end_time,positionX,positionY
64,1713357796.4316719,1713357798.4351826,-14.0,5.0
65,1713357799.431777,1713357801.4384353,-14.0,10.0
66,1713357802.4314213,1713357804.4311926,-21.0,-10.0
67,1713357805.4316382,1713357807.4315019,-21.0,-5.0
68,1713357808.4344761,1713357810.4355073,-21.0,0.0
69,1713357811.4314258,1713357813.4318705,-21.0,5.0
70,1713357814.4315279,1713357816.4312356,-21.0,10.0
71,1713357817.4318829,1713357819.4355001,21.0,-10.0
72,1713357820.4418974,1713357822.4355295,21.0,-5.0
73,1713357823.4340408,1713357825.4408414,21.0,0.0
74,1713357826.4443388,1713357828.4435387,21.0,5.0
75,1713357829.4317343,1713357831.4340074,21.0,10.0
76,1713357832.4316432,1713357834.4340959,14.0,-10.0
77,1713357835.43371,1713357837.4314702,14.0,-5.0
78,1713357838.448531,1713357840.4391015,14.0,0.0
79,1713357841.4452562,1713357843.431405,14.0,5.0
80,1713357844.4312599,1713357846.4325492,14.0,10.0
81,1713357847.4315157,1713357849.431725,7.0,-10.0
82,1713357850.4315114,1713357852.431475,7.0,-5.0
83,1713357853.432279,1713357855.4326384,7.0,0.0
84,1713357856.4316034,1713357858.4366605,7.0,5.0
85,1713357859.4375849,1713357861.4363673,7.0,10.0
86,1713357862.442993,1713357864.4315305,0.0,-10.0
87,1713357865.432395,1713357867.4320872,0.0,-5.0
88,1713357868.4314775,1713357870.4322057,0.0,0.0
89,1713357871.432087,1713357873.43342,0.0,5.0
90,1713357874.4358187,1713357876.4316328,0.0,10.0
91,1713357877.4331348,1713357879.435756,-7.0,-10.0
92,1713357880.4313343,1713357882.437564,-7.0,-5.0
93,1713357883.4315827,1713357885.4339714,-7.0,0.0
94,1713357886.4315252,1713357888.435601,-7.0,5.0
95,1713357889.4326992,1713357891.4322598,-7.0,10.0
96,1713357892.431921,1713357894.4327626,-14.0,-10.0
97,1713357895.432015,1713357897.4425151,-14.0,-5.0
98,1713357898.431811,1713357900.4330804,-14.0,0.0
99,1713357901.4312887,1713357903.4319282,-14.0,5.0
100,1713357904.4371197,1713357906.4320693,-14.0,10.0
101,1713357907.4321465,1713357909.4316857,-21.0,-10.0
102,1713357910.4327743,1713357912.432206,-21.0,-5.0
103,1713357913.431664,1713357915.4320505,-21.0,0.0
104,1713357916.4336073,1713357918.4428704,-21.0,5.0
105,1713357919.4339914,1713357921.431719,-21.0,10.0
