stimulus_id,target_x,target_y,mean_x,mean_y,accuracy_x,accuracy_y,precision_x_std,precision_y_std,precision_x_s2s,precision_y_s2s
8.0,14.0,0.0,15.206634915109126,-0.22540729994803357,1.2105482150749167,0.6530390261756659,0.4750866205693574,0.9546538194030458,0.3153942918258524,0.8825850601877132
16.0,0.0,-10.0,-0.9838807274133899,-11.241604164169608,0.9838807274133899,1.4071059172571125,0.34916456790272943,0.8766736660695162,0.39916789192115093,0.8067222795370901
30.0,-14.0,10.0,-15.822233554718295,10.985611835777862,1.822233554718293,0.9856118357778629,0.24881983381622458,0.48720827017429713,0.16988736101060342,0.49162887319945164
27.0,-14.0,-5.0,-15.997202657004479,-4.178258619167008,1.997202657004479,0.8808769000853213,0.4249485312334383,0.6626618685135077,0.323021762397329,0.6903446164149213
2.0,21.0,-5.0,27.155029401845866,-1.0893938987776037,6.155029401845863,3.9106061012223963,0.3087322224366692,0.9217490450049668,0.3176867223666003,0.5663823417551067
17.0,0.0,-5.0,-0.2850965672959541,-4.8575013380538445,0.34462239464432737,0.48459376286977357,0.3060795308348856,0.737619433691644,0.24140080973383884,0.6046598092503347
10.0,14.0,10.0,15.095240792640544,9.80233859039789,1.0952407926405447,0.8637753395281471,0.40996911919067824,0.9762909590092985,0.2629296685879127,0.8900462898523973
12.0,7.0,-5.0,6.898745269167719,-5.006609494430879,0.3047747636674309,0.8032469749979205,0.3571698167007762,0.9554639296298599,0.2590380503440818,0.3901698484003533
9.0,14.0,5.0,15.438754594148444,4.255555814707059,1.4387545941484436,0.7444441852929407,0.4665197151237114,0.4033702859015649,0.3788972443811414,0.45201017464481263
7.0,14.0,-5.0,15.621301095223599,-4.658062885160954,1.6213010952235989,0.6276456228360893,0.4786062748592088,0.6187604756915444,0.31786566096839053,0.4047876537419956
5.0,21.0,10.0,23.784353269390408,11.75878269503343,2.784353269390409,1.7587826950334298,0.41240465609626376,0.6600629463957928,0.22851199450670284,0.4389872504228376
31.0,-21.0,-10.0,-22.684713891361298,-12.860486997795514,1.6847138913612976,2.8604869977955123,0.594102594850604,0.5446209443731427,0.40440984928148976,0.5933537939181064
6.0,14.0,-10.0,16.461562887560227,-9.278002971444174,2.4615628875602287,0.9228156573428864,0.3566843274149309,0.7908581019997125,0.25252794228919634,0.6083583506550035
19.0,0.0,5.0,-0.6048671120687277,3.3074207173460173,0.607153507810193,1.6925792826539836,0.3272961390897532,0.6720221521313936,0.30057540384295484,0.8125608290512436
21.0,-7.0,-10.0,-7.951963073128679,-8.961182141987443,0.9519630731286798,1.0529168602771908,0.288902431706305,0.7700115531021652,0.20591248400870582,0.7293340860203213
22.0,-7.0,-5.0,-7.83280304281383,-5.03620530860561,0.8328030428138301,0.4231454860873113,0.267524540819746,0.5606952656237167,0.27823274764875716,0.5380557498160353
29.0,-14.0,5.0,-16.172766830392,5.248121478563738,2.172766830392003,0.4016236195901219,0.27923958428920553,0.48776828730434024,0.36519251219849974,0.573931461827962
4.0,21.0,5.0,24.73542537900111,7.113113358793971,3.7354253790011107,2.113113358793971,0.47216985066818795,0.5269671090583457,0.46244975869775856,0.4026389583337544
28.0,-14.0,0.0,-15.83673280102356,0.2590209200122081,1.8367328010235573,0.734329536061927,0.3033172430110359,0.8529870515656218,0.24193171784516498,0.6249905703178813
15.0,7.0,10.0,7.532907749628756,9.498177389797096,0.5393928858735744,0.6137902423297227,0.34516237201912797,0.5337032213706191,0.2555772106562901,0.49644517237975677
35.0,-21.0,10.0,-24.60800817815128,12.648214708976976,3.6080081781512865,2.648214708976975,0.3369100149249964,0.8226475502011706,0.2759228980952507,0.7287880289913892
13.0,7.0,0.0,6.851497170275025,-1.245745585126977,0.28147834237250496,1.2648740902860596,0.29512872741380464,0.6901764113877016,0.21310537343673333,0.5027839186400513
24.0,-7.0,5.0,-7.948665359219277,4.591284887696283,0.9486653592192756,0.5383865302134228,0.23490709152043415,0.47072054699588056,0.20462157924426677,0.2995906717578967
14.0,7.0,5.0,7.223638463843184,4.467071112488594,0.25695344697010064,0.7683601255197987,0.2155075281821667,0.7236479793954514,0.19599974986696259,0.5479410792830455
20.0,0.0,10.0,-0.9407305507803733,8.079991530960188,0.9407305507803733,1.9200084690398127,0.4067985480405811,0.7721110203388112,0.3666547944200341,0.9550657877672447
18.0,0.0,0.0,-0.3751623845515132,-1.3035347898653578,0.51668483399026,1.3965017999752587,0.42558473061916463,0.6994710873939088,0.46977369131776364,0.9281091813428131
26.0,-14.0,-10.0,-16.572167155245502,-9.327706233339422,2.572167155245501,1.0290853838409548,0.5157001597614179,1.0143067054624857,0.3446264086097512,0.5748728095819592
11.0,7.0,-10.0,7.151601134121781,-9.344039230838733,0.24634404532115528,0.7381513146102443,0.31573481731463654,0.7735984876441935,0.27824574752599307,0.6399827582685726
34.0,-21.0,5.0,-24.392080210367496,7.272296484557704,3.392080210367495,2.287581902457376,0.5277541132640772,0.8713211919470433,0.47264254082523144,0.7409633702254128
33.0,-21.0,0.0,-35.60604222437624,10.2914866750648,14.606042224376237,13.926689300453036,11.527865384372502,14.399980501009392,12.0872500555654,10.866435637364626
25.0,-7.0,10.0,-8.294429625421815,10.29118206992608,1.294429625421815,0.8286774347507149,0.4545626063446498,1.7048788773346888,0.20728094370334507,1.2770177909141154
1.0,21.0,-10.0,26.377477947127453,-6.390929070168754,5.3774779471274545,3.6109103416657753,0.6655320970097046,1.378407059145984,0.5474093783073948,0.8656052787442245
23.0,-7.0,0.0,-8.146657371278582,-0.3390565137178877,1.1466573712785828,0.8633288395171164,0.34168350360850985,0.9418536607680391,0.27918952738760555,0.7162707600560906
3.0,21.0,0.0,25.55000770971487,2.602661886353282,4.550007709714868,2.602661886353282,0.49579337525694245,1.0473109362977477,0.2981366881692391,0.9245093032208737
32.0,-21.0,-5.0,-24.805378716465118,-3.7269269807519683,3.9380666783798675,4.804346445583159,1.635078999747742,5.124017655497086,1.1461652052554387,2.6277324501145127
