stimulus,start_time,end_time,positionX,positionY
1,1713358690.5611582,1713358692.467399,21.0,-10.0
2,1713358693.4331417,1713358695.4323936,21.0,-5.0
3,1713358696.4320948,1713358698.4338393,21.0,0.0
4,1713358699.4322639,1713358701.4318848,21.0,5.0
5,1713358702.434384,1713358704.4320357,21.0,10.0
6,1713358705.434861,1713358707.4315815,14.0,-10.0
7,1713358708.4320061,1713358710.447589,14.0,-5.0
8,1713358711.4331696,1713358713.4348743,14.0,0.0
9,1713358714.4317565,1713358716.431682,14.0,5.0
10,1713358717.4392023,1713358719.4314458,14.0,10.0
11,1713358720.4361062,1713358722.431573,7.0,-10.0
12,1713358723.4337285,1713358725.4346237,7.0,-5.0
13,1713358726.4368103,1713358728.4320667,7.0,0.0
14,1713358729.4313664,1713358731.431478,7.0,5.0
15,1713358732.4313378,1713358734.431767,7.0,10.0
16,1713358735.4329064,1713358737.4317532,0.0,-10.0
17,1713358738.436574,1713358740.4317758,0.0,-5.0
18,1713358741.4312348,1713358743.4364083,0.0,0.0
19,1713358744.4409902,1713358746.438273,0.0,5.0
20,1713358747.4369314,1713358749.4322283,0.0,10.0
21,1713358750.4315987,1713358752.431835,-7.0,-10.0
22,1713358753.4364538,1713358755.4321942,-7.0,-5.0
23,1713358756.4333007,1713358758.4370332,-7.0,0.0
24,1713358759.4320502,1713358761.4316921,-7.0,5.0
25,1713358762.4319787,1713358764.4321072,-7.0,10.0
26,1713358765.4351366,1713358767.4318879,-14.0,-10.0
27,1713358768.431375,1713358770.431679,-14.0,-5.0
28,1713358771.4372172,1713358773.4312236,-14.0,0.0
29,1713358774.4336214,1713358776.4315722,-14.0,5.0
30,1713358777.44179,1713358779.4323924,-14.0,10.0
31,1713358780.4435387,1713358782.431987,-21.0,-10.0
32,1713358783.4321606,1713358785.4345937,-21.0,-5.0
33,1713358786.4322119,1713358788.4315722,-21.0,0.0
34,1713358789.431524,1713358791.431489,-21.0,5.0
35,1713358792.4348168,1713358794.4321158,-21.0,10.0
36,1713358795.431471,1713358797.431719,21.0,-10.0
37,1713358798.4328358,1713358800.4331894,21.0,-5.0
38,1713358801.4371574,1713358803.4350533,21.0,0.0
39,1713358804.4316676,1713358806.4375408,21.0,5.0
40,1713358807.431416,1713358809.4313672,21.0,10.0
41,1713358810.4315565,1713358812.4340525,14.0,-10.0
42,1713358813.437533,1713358815.4319615,14.0,-5.0
43,1713358816.4335017,1713358818.4453206,14.0,0.0
44,1713358819.4366379,1713358821.4314501,14.0,5.0
45,1713358822.4357376,1713358824.4312108,14.0,10.0
46,1713358825.4329703,1713358827.431878,7.0,-10.0
47,1713358828.4319217,1713358830.4317284,7.0,-5.0
48,1713358831.4332507,1713358833.435274,7.0,0.0
49,1713358834.43161,1713358836.4374526,7.0,5.0
50,1713358837.4318116,1713358839.4317145,7.0,10.0
51,1713358840.4318256,1713358842.4337564,0.0,-10.0
52,1713358843.4316106,1713358845.4339972,0.0,-5.0
53,1713358846.4322884,1713358848.4320896,0.0,0.0
54,1713358849.437958,1713358851.4327826,0.0,5.0
55,1713358852.4371946,1713358854.4327805,0.0,10.0
56,1713358855.4318156,1713358857.4315162,-7.0,-10.0
57,1713358858.4367042,1713358860.4349477,-7.0,-5.0
58,1713358861.4407432,1713358863.4318728,-7.0,0.0
59,1713358864.431245,1713358866.4313924,-7.0,5.0
60,1713358867.4340641,1713358869.431914,-7.0,10.0
61,1713358870.4320323,1713358872.431604,-14.0,-10.0
62,1713358873.4322662,1713358875.4319282,-14.0,-5.0
63,1713358876.4313786,1713358878.4333277,-14.0,0.0
64,1713358879.4345622,1713358881.43702,-14.0,5.0
65,1713358882.4325519,1713358884.4328628,-14.0,10.0
66,1713358885.4312665,1713358887.4318209,-21.0,-10.0
67,1713358888.4328814,1713358890.4332728,-21.0,-5.0
68,1713358891.4345467,1713358893.4317894,-21.0,0.0
69,1713358894.4312963,1713358896.4344077,-21.0,5.0
70,1713358897.436816,1713358899.432301,-21.0,10.0
71,1713358900.4319417,1713358902.4332688,21.0,-10.0
72,1713358903.4381855,1713358905.4331834,21.0,-5.0
73,1713358906.4435284,1713358908.431528,21.0,0.0
74,1713358909.4321358,1713358911.4329886,21.0,5.0
75,1713358912.433446,1713358914.4326112,21.0,10.0
76,1713358915.4316933,1713358917.4319367,14.0,-10.0
77,1713358918.433503,1713358920.431328,14.0,-5.0
78,1713358921.431774,1713358923.4314725,14.0,0.0
79,1713358924.4321027,1713358926.4318197,14.0,5.0
80,1713358927.431634,1713358929.4345305,14.0,10.0
81,1713358930.4337268,1713358932.431253,7.0,-10.0
82,1713358933.431905,1713358935.4328082,7.0,-5.0
83,1713358936.4318113,1713358938.431899,7.0,0.0
84,1713358939.432912,1713358941.4313455,7.0,5.0
85,1713358942.43142,1713358944.4335537,7.0,10.0
86,1713358945.4316278,1713358947.4312491,0.0,-10.0
87,1713358948.4313285,1713358950.4313161,0.0,-5.0
88,1713358951.431882,1713358953.433419,0.0,0.0
89,1713358954.4341257,1713358956.4321845,0.0,5.0
90,1713358957.431328,1713358959.4325728,0.0,10.0
91,1713358960.4330654,1713358962.4314468,-7.0,-10.0
92,1713358963.4374883,1713358965.4314528,-7.0,-5.0
93,1713358966.4318967,1713358968.4313557,-7.0,0.0
94,1713358969.431337,1713358971.4332345,-7.0,5.0
95,1713358972.4375257,1713358974.434439,-7.0,10.0
96,1713358975.4329758,1713358977.432658,-14.0,-10.0
97,1713358978.4353552,1713358980.4321952,-14.0,-5.0
98,1713358981.432557,1713358983.4312398,-14.0,0.0
99,1713358984.4318194,1713358986.433034,-14.0,5.0
100,1713358987.4318817,1713358989.4331884,-14.0,10.0
101,1713358990.4315763,1713358992.4316127,-21.0,-10.0
102,1713358993.4318748,1713358995.4314957,-21.0,-5.0
103,1713358996.434249,1713358998.4317324,-21.0,0.0
104,1713358999.4322848,1713359001.4325209,-21.0,5.0
105,1713359002.4313762,1713359004.4399047,-21.0,10.0
