timestamps,frame_nr,left_glint1X,left_glint1Y,left_glint2X,left_glint2Y,left_pupilX,left_pupilY,right_glint1X,right_glint1Y,right_glint2X,right_glint2Y,right_pupilX,right_pupilY
1713358688.6323245,14917,1869.2028985507245,1201.5942028985507,1851.4444444444443,1201.8333333333333,1862.9423294067385,1183.5779266357422,1274.978494623656,1232.763440860215,1256.85,1233.3666666666666,1263.9211807250977,1212.250732421875
1713358688.673909,14918,1869.3015873015872,1201.3968253968253,1851.5,1201.6458333333333,1862.957389831543,1183.3552932739258,1274.96875,1232.46875,1257.0,1233.3333333333333,1263.6014938354492,1212.1646575927734
1713358688.698686,14919,1869.5,1201.0,1851.6458333333333,1201.5,1862.9697799682613,1183.1539916992188,1275.0537634408602,1232.2043010752689,1256.95,1232.95,1263.1666564941406,1211.1118087768557
1713358688.7084343,14920,1869.973333333333,1201.4133333333334,1852.0444444444445,1201.711111111111,1863.3551025390625,1183.4312286376953,1275.3010752688172,1232.3333333333333,1257.1929824561405,1233.1929824561405,1263.9821548461914,1211.9927291870115
1713358688.7171197,14921,1870.0,1201.5,1852.1296296296296,1201.9444444444443,1863.381690979004,1183.560089111328,1275.3434343434344,1232.4646464646464,1257.388888888889,1233.111111111111,1263.852149963379,1211.9753036499023
1713358688.7325697,14922,1870.0,1201.5,1852.3125,1201.9375,1863.2898178100584,1183.7210845947266,1275.313725490196,1232.529411764706,1257.126984126984,1233.126984126984,1263.773780822754,1211.5485763549805
1713358688.753219,14923,1869.927536231884,1201.391304347826,1852.0392156862745,1201.9019607843138,1863.2458190917969,1183.5233001708984,1274.9333333333334,1232.5666666666666,1257.0,1233.3333333333333,1263.9939880371094,1211.9274444580078
1713358688.7740445,14924,1869.733333333333,1201.5166666666669,1852.0392156862745,1201.9019607843138,1863.0714721679688,1183.5618591308594,1274.888888888889,1232.6565656565656,1256.8333333333333,1233.5555555555557,1262.7835845947266,1211.858413696289
1713358688.7962294,14925,1869.6333333333328,1201.85,1851.6875,1201.9375,1863.1492233276367,1183.399429321289,1274.7619047619048,1232.6761904761904,1256.85,1233.3666666666666,1262.872673034668,1212.0999603271484
1713358688.8159797,14926,1869.136363636364,1201.5454545454545,1851.5,1201.6458333333333,1862.5615310668943,1183.5991439819336,1274.6052631578948,1232.578947368421,1256.6140350877192,1233.2456140350878,1263.2451629638672,1212.2197723388672
1713358688.8395522,14927,1868.973333333333,1201.4133333333334,1851.1666666666667,1201.7916666666667,1862.3485794067385,1183.4449081420898,1274.3434343434344,1232.4646464646464,1256.2166666666667,1233.1,1262.6564559936523,1211.5680923461914
1713358688.8653257,14928,1868.9710144927533,1201.2463768115942,1851.0,1201.4074074074074,1862.169075012207,1183.0633087158203,1274.3010752688172,1232.3333333333333,1256.2166666666667,1233.1,1262.2921752929688,1211.349494934082
1713358688.8782425,14929,1868.9710144927533,1201.2463768115942,1851.0,1201.4074074074074,1861.9743728637693,1183.1845169067385,1274.1809523809525,1232.104761904762,1256.1296296296296,1232.9444444444443,1262.2324981689453,1211.7165908813477
1713358688.9001224,14930,1868.9710144927533,1201.2463768115942,1851.0,1201.625,1862.1862182617188,1183.4830322265625,1274.3434343434344,1232.4646464646464,1256.2166666666667,1233.1,1262.0445556640625,1211.6880645751953
1713358688.9209094,14931,1868.864197530864,1201.3086419753083,1851.0,1201.625,1862.1790161132808,1183.3175430297852,1274.215053763441,1232.4301075268818,1256.2166666666667,1233.1,1262.4420318603516,1211.7711486816406
1713358688.941322,14932,1868.973333333333,1201.4133333333334,1850.9555555555555,1201.711111111111,1862.225242614746,1183.4354095458984,1274.201754385965,1232.4561403508771,1256.1,1233.2166666666667,1262.2427368164062,1211.9243850708008
1713358688.963984,14933,1868.973333333333,1201.4133333333334,1851.4222222222224,1201.5777777777778,1862.468849182129,1183.4477920532229,1274.4666666666667,1232.4380952380952,1256.5,1233.0,1263.1681060791016,1211.6646881103516
1713358688.9910626,14934,1870.0,1201.1666666666667,1852.43137254902,1201.4313725490197,1864.6720275878904,1182.8139266967771,1275.6565656565656,1232.4040404040404,1257.7777777777778,1232.7777777777778,1265.613311767578,1210.7613067626953
1713358689.00937,14935,1870.25,1201.0,1852.372549019608,1201.2156862745098,1864.5108337402344,1182.8078842163086,1276.03125,1232.28125,1257.9298245614036,1232.6140350877192,1264.8281936645508,1211.161491394043
1713358689.0456522,14936,1870.3333333333333,1200.8985507246375,1852.5625,1201.3125,1864.746467590332,1182.7490158081057,1276.1809523809525,1232.047619047619,1258.2456140350878,1232.6140350877192,1265.5150833129885,1210.6916580200195
1713358689.0684245,14937,1870.6666666666667,1201.0,1852.7222222222224,1201.2407407407406,1865.1951370239256,1182.5994567871094,1276.342105263158,1232.0526315789473,1258.5,1232.6458333333333,1265.715690612793,1210.8954467773438
1713358689.0877686,14938,1870.7916666666667,1200.9583333333333,1852.85,1201.3666666666666,1865.2469940185547,1182.764503479004,1276.4736842105262,1232.2368421052631,1258.7037037037037,1232.6851851851852,1265.5851593017578,1210.7415618896484
1713358689.1009278,14939,1870.8533333333328,1201.1466666666668,1853.0,1201.625,1865.38370513916,1182.9494552612305,1276.7368421052631,1232.1315789473683,1258.5,1232.6458333333333,1266.0241775512695,1211.305679321289
1713358689.115478,14940,1870.864197530864,1201.3086419753083,1853.0,1201.625,1865.2411193847656,1182.9072647094729,1276.5,1232.3796296296296,1258.5555555555557,1232.8333333333333,1265.4780807495115,1211.3353881835938
