timestamps,frame_nr,left_glint1X,left_glint1Y,left_glint2X,left_glint2Y,left_pupilX,left_pupilY,right_glint1X,right_glint1Y,right_glint2X,right_glint2Y,right_pupilX,right_pupilY,pupil_area_left,pupil_area_right
1719823059.6852138,3374,1624.121212121212,1396.0848484848484,1609.3434343434344,1396.5959595959596,1617.8510284423828,1379.7398223876953,1087.45197740113,1413.774011299435,1072.4273504273503,1414.1709401709402,1076.6958084106443,1396.1160430908203,4063.6465922738566,5390.879327865984
1719823059.7052922,3375,1624.121212121212,1396.0848484848484,1609.471264367816,1396.7471264367816,1618.3340072631836,1379.7006225585938,1087.551724137931,1413.6781609195402,1072.3693693693697,1414.2882882882882,1076.9769744873047,1396.0175018310547,4084.6691898030726,5271.679393166384
1719823059.728054,3376,1624.2012578616352,1396.1446540880504,1609.8172043010752,1396.462365591398,1618.2599487304688,1379.1129531860352,1087.6045197740114,1413.3446327683616,1072.6052631578948,1414.0526315789473,1076.324951171875,1395.9048919677734,4071.125853712351,5388.313414955241
1719823059.749807,3377,1624.3945578231292,1395.9319727891157,1609.84375,1396.53125,1618.3194046020508,1379.8226013183594,1087.732142857143,1413.202380952381,1072.7395833333333,1413.7604166666667,1076.980369567871,1395.4971313476562,4076.434220755832,5155.19222456518
1719823059.7728024,3378,1624.5,1395.577380952381,1610.0,1396.111111111111,1618.7721786499023,1379.3915939331057,1087.896551724138,1412.8103448275865,1072.8235294117646,1413.450980392157,1076.9535598754885,1394.958724975586,3981.114764270551,5132.289844573811
1719823059.7942164,3379,1624.5,1395.2666666666669,1610.0,1395.8444444444444,1618.5570907592771,1378.8900985717771,1087.9193548387098,1412.6129032258063,1072.838095238095,1413.2190476190476,1077.3332824707031,1394.1402740478516,3902.183659836247,5080.436746689225
1719823059.8161724,3380,1624.5192307692307,1395.3846153846157,1609.9,1396.022222222222,1618.317268371582,1378.5372772216797,1087.6666666666667,1412.7030303030303,1072.8290598290598,1413.2222222222222,1076.9362487792969,1394.6229934692385,3867.07187036096,5149.9553873423465
1719823059.839749,3381,1624.559748427673,1395.427672955975,1609.8958333333333,1395.8541666666667,1618.3115463256836,1379.203025817871,1087.7602339181287,1412.748538011696,1072.712962962963,1413.0555555555557,1076.629737854004,1395.0276412963867,3990.823655621075,5219.251711231357
1719823059.8607852,3382,1624.4555555555555,1395.6888888888889,1609.9462365591398,1395.9032258064517,1618.4342041015625,1379.1834335327148,1087.684523809524,1412.642857142857,1072.6380952380953,1413.1333333333332,1076.9096145629885,1394.7979202270508,4011.689145795876,5135.907019821553
1719823059.882745,3383,1624.622950819672,1395.6338797814208,1610.057471264368,1396.057471264368,1618.1220092773438,1379.095718383789,1087.8666666666666,1412.6333333333334,1072.738738738739,1413.126126126126,1076.7789993286133,1394.9450988769531,3937.0230408188895,5344.206899513308
1719823059.9057205,3384,1624.551724137931,1395.6781609195402,1610.0686274509803,1395.970588235294,1618.9597244262695,1379.0105590820312,1088.0,1412.4,1072.873873873874,1412.7927927927929,1077.058624267578,1394.6289978027344,3895.2129558413712,5114.107936772577
1719823059.927643,3385,1624.5646258503402,1395.6598639455783,1610.1851851851852,1396.148148148148,1618.3665237426758,1379.8504638671875,1087.948275862069,1412.3103448275865,1072.843137254902,1412.7156862745098,1077.090087890625,1394.1552124023438,4021.19691633554,5016.848435587139
1719823059.9506302,3386,1624.1333333333332,1395.647619047619,1609.7747747747749,1396.2342342342342,1618.4692993164062,1379.9174041748047,1087.625730994152,1412.233918128655,1072.2777777777778,1412.787037037037,1075.961280822754,1393.9804077148438,4010.5093146240633,5205.325988820323
1719823059.972606,3387,1623.5,1396.142857142857,1609.313725490196,1396.0392156862745,1617.6652603149414,1380.2424697875977,1087.3202614379086,1412.1699346405228,1072.1333333333332,1412.647619047619,1076.522590637207,1394.754150390625,4202.969893040427,5122.728771675971
1719823059.994589,3388,1623.5,1396.8333333333333,1609.080808080808,1395.7777777777778,1617.463409423828,1380.1135864257812,1087.0,1412.1728395061727,1071.9166666666667,1412.425925925926,1076.446922302246,1394.418212890625,4227.724529028894,5142.708858368014
