stimulus,start_time,end_time,positionX,positionY
8,1713861919.984486,1713861921.9340675,14.0,0.0
16,1713861923.030785,1713861924.937428,0.0,-10.0
30,1713861926.1812253,1713861928.282869,-14.0,10.0
27,1713861929.6478498,1713861931.5484324,-14.0,-5.0
2,1713861932.6884987,1713861934.788074,21.0,-5.0
17,1713861935.9845262,1713861937.9310062,0.0,-5.0
10,1713861939.3584313,1713861941.4317029,14.0,10.0
12,1713861942.6810188,1713861944.7808323,7.0,-5.0
9,1713861945.9837673,1713861947.932173,14.0,5.0
7,1713861948.9934373,1713861950.930953,14.0,-5.0
5,1713861951.9838305,1713861953.93537,21.0,10.0
31,1713861955.284528,1713861957.3875165,-21.0,-10.0
6,1713861958.8817475,1713861960.932267,14.0,-10.0
19,1713861962.2312303,1713861964.3312533,0.0,5.0
21,1713861965.8081946,1713861967.9090655,-7.0,-10.0
22,1713861969.0809326,1713861970.9832711,-7.0,-5.0
29,1713861972.1094863,1713861974.0093622,-14.0,5.0
4,1713861975.1060638,1713861977.0065014,21.0,5.0
28,1713861978.0332668,1713861979.936242,-14.0,0.0
15,1713861981.181413,1713861983.280932,7.0,10.0
35,1713861984.4371367,1713861986.4469826,-21.0,10.0
13,1713861987.8863013,1713861989.9320555,7.0,0.0
24,1713861990.963936,1713861992.9316523,-7.0,5.0
14,1713861994.3563213,1713861996.4308684,7.0,5.0
20,1713861997.4349313,1713861999.4417899,0.0,10.0
18,1713862000.9380424,1713862002.9489427,0.0,0.0
26,1713862004.152076,1713862006.0534415,-14.0,-10.0
11,1713862007.4321992,1713862009.4325757,7.0,-10.0
34,1713862010.6138334,1713862012.5244644,-21.0,5.0
33,1713862013.931221,1713862015.9327176,-21.0,0.0
25,1713862017.4368773,1713862019.4326603,-7.0,10.0
1,1713862020.881524,1713862022.9368327,21.0,-10.0
23,1713862024.3560548,1713862026.433382,-7.0,0.0
3,1713862027.6111782,1713862029.5114253,21.0,0.0
32,1713862030.8310015,1713862032.9308705,-21.0,-5.0
