stimulus_id,target_x,target_y,mean_x,mean_y,accuracy_x,accuracy_y,precision_x_std,precision_y_std,precision_x_s2s,precision_y_s2s
8.0,14.0,0.0,16.174925928105775,1.8008333957902058,2.1749259281057767,1.8008333957902058,0.30268668763604906,1.1849153263417482,0.18141750010038488,0.9766429450033352
16.0,0.0,-10.0,0.20720543649525222,-9.052592563446732,0.21858987879030461,0.9474074365532675,0.1804097115784727,0.647835368951129,0.18988239887807876,0.3911726120488321
30.0,-14.0,10.0,-14.973798722000266,11.97558951574997,0.9737987220002644,1.9755895157499725,0.23518131148379084,0.6989828862245392,0.13242491020879574,0.4785964088428001
27.0,-14.0,-5.0,-15.028198608011971,-3.5751116181115146,1.028198608011972,1.4248883818884848,0.16922217672265225,0.6519357097755825,0.1247402379123925,0.5805049973578339
2.0,21.0,-5.0,29.617135342152174,5.710762720778402,8.617135342152173,10.710762720778401,0.27768682930101946,0.7266409465975349,0.20839341890799162,0.5575639622758213
17.0,0.0,-5.0,0.252589887329102,-4.981897143901869,0.34411810826529965,0.9111036119997186,0.3398749101291146,1.1339002231789759,0.2749456970481175,0.5504077384552034
10.0,14.0,10.0,16.159614568009772,12.04086731939902,2.1596145680097694,2.0549904533187187,0.5727924767891971,0.7106636218209944,0.32409877487411465,0.9255236216601267
12.0,7.0,-5.0,8.181148460028803,-4.535469761233331,1.1811484600288034,0.6571477772375361,0.2065496544695464,0.6775331008784066,0.13400552789848247,0.5815896005336846
9.0,14.0,5.0,16.458520917827354,7.101138655672354,2.4585209178273537,2.125426641921335,0.3339182858987323,1.9310308227397792,0.34829965917021377,1.280983054328374
7.0,14.0,-5.0,16.40831355072538,-3.3131476558306727,2.4083135507253797,1.7494116283252068,0.5059727511354061,0.9999472198112453,0.33583433568048265,0.6387658885441078
5.0,21.0,10.0,25.265621327639877,16.59560510040043,4.265621327639879,6.595605100400425,0.3782825343651844,1.0908881539804254,0.3108303198416096,1.1458545222407732
31.0,-21.0,-10.0,-25.74203851429861,-6.272119142132514,4.74203851429861,3.727880857867485,0.3643341242436122,0.6595338047329616,0.3874250813472776,0.5412230591704625
6.0,14.0,-10.0,16.49353246678255,-6.960206555144118,2.493532466782547,3.039793444855882,0.27888964450106585,0.765855458428049,0.17153285593115006,0.5890580660731056
19.0,0.0,5.0,0.47295072641614033,5.089206190767541,0.48779490931086916,0.6527155606304473,0.30684230163660464,0.8360993668701672,0.2876338898276941,0.8595158959961353
