stimulus,start_time,end_time,positionX,positionY
8,1713510908.3057218,1713510910.4050155,14.0,0.0
16,1713510911.4344788,1713510913.431794,0.0,-10.0
30,1713510914.8581545,1713510916.9314632,-14.0,10.0
27,1713510918.0120645,1713510919.9314165,-14.0,-5.0
2,1713510921.2810738,1713510923.381362,21.0,-5.0
17,1713510924.5114517,1713510926.4470289,0.0,-5.0
10,1713510927.556715,1713510929.456256,14.0,10.0
12,1713510930.8340843,1713510932.9315622,7.0,-5.0
9,1713510934.4445958,1713510936.4353614,14.0,5.0
7,1713510937.8852437,1713510939.9361558,14.0,-5.0
5,1713510941.1193259,1713510943.0199227,21.0,10.0
31,1713510944.2068243,1713510946.3074732,-21.0,-10.0
6,1713510947.4368606,1713510949.4339747,14.0,-10.0
19,1713510950.856299,1713510952.9400103,0.0,5.0
21,1713510954.2840192,1713510956.3867733,-7.0,-10.0
22,1713510957.7814739,1713510959.8814363,-7.0,-5.0
29,1713510961.1837733,1713510963.2879834,-14.0,5.0
4,1713510964.634458,1713510966.5453033,21.0,5.0
28,1713510967.9161844,1713510969.940096,-14.0,0.0
15,1713510971.2815197,1713510973.3829808,7.0,10.0
35,1713510974.5561135,1713510976.4751132,-21.0,10.0
13,1713510977.7062614,1713510979.80973,7.0,0.0
24,1713510980.841518,1713510982.9372802,-7.0,5.0
14,1713510984.0068398,1713510985.9357975,7.0,5.0
20,1713510987.0097127,1713510988.9310784,0.0,10.0
18,1713510990.288062,1713510992.38864,0.0,0.0
26,1713510993.785612,1713510995.8850374,-14.0,-10.0
11,1713510997.0317588,1713510998.9324586,7.0,-10.0
34,1713511000.1607985,1713511002.0613163,-21.0,5.0
33,1713511003.1308959,1713511005.0316303,-21.0,0.0
25,1713511006.4319468,1713511008.4343774,-7.0,10.0
1,1713511009.8566413,1713511011.931787,21.0,-10.0
23,1713511013.4318125,1713511015.4360335,-7.0,0.0
3,1713511016.681672,1713511018.7815995,21.0,0.0
32,1713511019.8565865,1713511021.935725,-21.0,-5.0
