timestamps,frame_nr,left_glint1X,left_glint1Y,left_glint2X,left_glint2Y,left_pupilX,left_pupilY,right_glint1X,right_glint1Y,right_glint2X,right_glint2Y,right_pupilX,right_pupilY,pupil_area_left,pupil_area_right
1719835863.627762,1179,,,,,,,1232.1458333333333,1259.0,1216.3333333333333,1259.2222222222222,1219.126983642578,1248.6245803833008,,12091.353727118689
1719835863.6511302,1180,,,,,,,1232.0,1259.0,1216.45,1259.3166666666666,1218.8169326782229,1248.7203979492188,,12148.611474578498
1719835863.673551,1181,,,,,,,1231.861111111111,1258.9444444444443,1216.1929824561405,1259.1929824561405,1218.9229278564453,1248.6359329223633,,12180.09094583763
1719835863.696765,1182,,,,,,,1231.8541666666667,1259.0,1216.2666666666669,1259.15,1218.858772277832,1248.6871948242188,,12272.088224509922
1719835863.71776,1183,,,,,,,1231.8080808080808,1259.050505050505,1216.2222222222222,1259.3333333333333,1218.8272323608398,1248.7090225219729,,12125.635016623906
1719835863.739664,1184,,,,,,,1231.8541666666667,1259.0,1216.3859649122808,1259.3684210526317,1218.9603958129885,1248.8201370239258,,12237.597214171572
1719835863.762802,1185,,,,,,,1231.8541666666667,1259.1041666666667,1216.2962962962963,1259.4444444444443,1219.035873413086,1248.8055114746094,,12258.767074328696
1719835863.7868495,1186,,,,,,,1231.8080808080808,1259.050505050505,1216.2666666666669,1259.2666666666669,1219.0558166503906,1248.914421081543,,12215.974839946084
1719835863.808995,1187,,,,,,,1231.8080808080808,1259.050505050505,1216.2666666666669,1259.2666666666669,1218.6819915771484,1248.7354736328125,,12288.165487712697
1719835863.8439286,1188,,,,,,,1232.138888888889,1259.0555555555557,1216.372549019608,1259.2156862745098,1219.0572891235352,1248.4569778442385,,12188.974512313973
1719835863.8715973,1189,,,,,,,1232.1809523809525,1258.8190476190475,1216.5555555555557,1259.079365079365,1219.2799224853516,1248.5540390014648,,12265.766352514667
1719835863.8916106,1190,,,,,,,1232.1809523809525,1258.8190476190475,1216.5,1259.0,1218.9573669433594,1248.2695541381836,,12202.141487709494
1719835863.9016535,1191,,,,,,,1232.2685185185185,1258.925925925926,1216.5087719298244,1259.2456140350878,1219.1082763671875,1248.2327423095703,,12160.45397747405
1719835863.9182804,1192,,,,,,,1232.361111111111,1258.925925925926,1216.6825396825398,1259.2222222222222,1219.3324127197266,1248.5316696166992,,12262.633805286452
1719835863.9409432,1193,,,,,,,1232.5585585585586,1259.045045045045,1216.920634920635,1259.4444444444443,1219.7394561767578,1248.9310836791992,,12269.548923244029
1719835863.9633183,1194,,,,,,,1232.5811965811963,1259.162393162393,1217.079365079365,1259.5555555555557,1219.8662643432615,1248.9303665161133,,12285.247715323376
1719835863.9852805,1195,,,,,,,1232.8148148148148,1259.5833333333333,1217.4313725490197,1259.5686274509803,1219.9076080322266,1249.353645324707,,12172.2473378919
